Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
cosmetics,SKU1785,19.12,95,132,6519.05,Female,99,14,81,9,Carrier A,4.0,Supplier 3,Kolkata,11,457,6,88.78,Fail,1.79,Road,Route C,678.22
cosmetics,SKU1786,67.96,68,585,2225.62,Non-binary,59,21,37,1,Carrier A,2.49,Supplier 5,Mumbai,5,644,4,36.33,Pending,0.18,Rail,Route A,846.23
haircare,SKU1787,42.27,9,410,5407.17,Male,22,26,5,5,Carrier B,2.59,Supplier 5,Kolkata,2,930,19,34.23,Pending,4.26,Rail,Route C,288.12
skincare,SKU1788,90.47,79,174,8387.86,Non-binary,84,9,69,4,Carrier C,6.53,Supplier 3,Chennai,7,425,9,96.82,Pass,1.83,Rail,Route C,300.18
cosmetics,SKU1789,50.63,54,853,7495.74,Female,17,14,29,9,Carrier C,8.28,Supplier 5,Delhi,9,366,7,17.78,Pass,3.9,Rail,Route B,645.21
cosmetics,SKU1790,64.87,57,357,8230.94,Non-binary,30,1,1,5,Carrier C,1.86,Supplier 2,Chennai,8,746,23,63.46,Pending,4.1,Air,Route C,734.7
skincare,SKU1791,98.12,59,342,9179.03,Non-binary,79,17,10,5,Carrier A,6.91,Supplier 4,Mumbai,1,584,18,66.68,Pass,0.67,Rail,Route A,982.03
cosmetics,SKU1792,22.74,54,525,5527.01,Female,51,30,59,7,Carrier C,4.88,Supplier 1,Kolkata,17,290,14,27.36,Pending,3.4,Air,Route A,374.88
haircare,SKU1793,49.29,25,815,7288.01,Non-binary,92,8,34,1,Carrier B,5.51,Supplier 3,Delhi,26,582,11,11.25,Fail,4.8,Sea,Route C,341.95
skincare,SKU1794,31.66,11,803,4714.17,Male,97,25,75,4,Carrier C,1.38,Supplier 1,Bangalore,6,568,21,3.69,Fail,4.14,Road,Route A,569.85
cosmetics,SKU1795,22.35,83,120,6104.64,Unknown,31,13,77,6,Carrier C,2.71,Supplier 3,Chennai,23,108,5,41.59,Fail,3.04,Rail,Route A,912.89
skincare,SKU1796,66.77,74,13,1928.51,Unknown,17,22,51,10,Carrier A,8.62,Supplier 1,Kolkata,30,573,11,83.41,Pending,1.2,Road,Route A,551.27
skincare,SKU1797,77.47,86,656,3918.32,Unknown,75,2,16,5,Carrier C,7.39,Supplier 1,Bangalore,6,371,22,24.04,Pending,0.62,Air,Route B,689.06
haircare,SKU1798,27.1,28,467,9583.92,Female,70,28,71,3,Carrier C,7.97,Supplier 2,Bangalore,4,765,1,55.49,Pending,1.54,Road,Route C,892.2
cosmetics,SKU1799,46.53,36,417,5268.01,Female,90,9,44,5,Carrier B,5.03,Supplier 3,Mumbai,16,475,23,82.18,Pass,1.48,Road,Route C,124.99
haircare,SKU1800,61.01,64,991,6554.58,Female,24,14,58,3,Carrier C,9.84,Supplier 1,Bangalore,14,599,26,45.74,Pass,1.34,Road,Route C,697.1
haircare,SKU1801,51.91,5,547,5341.18,Non-binary,80,10,88,9,Carrier A,5.89,Supplier 5,Mumbai,11,320,30,13.85,Pass,0.61,Air,Route C,394.56
cosmetics,SKU1802,60.92,33,794,3965.39,Unknown,15,11,47,7,Carrier C,4.17,Supplier 2,Mumbai,4,427,1,66.3,Fail,2.38,Rail,Route A,985.95
haircare,SKU1803,37.24,3,467,4113.48,Male,11,25,99,9,Carrier B,1.26,Supplier 5,Kolkata,21,588,2,58.58,Pending,3.74,Road,Route A,282.16
haircare,SKU1804,10.53,78,716,7501.2,Female,98,6,59,4,Carrier C,4.25,Supplier 3,Bangalore,24,816,19,24.56,Fail,3.88,Air,Route B,362.61
haircare,SKU1805,82.91,63,164,5073.49,Non-binary,37,7,19,1,Carrier A,3.53,Supplier 3,Kolkata,19,280,12,4.73,Fail,0.8,Rail,Route A,576.51
cosmetics,SKU1806,89.96,11,698,4130.89,Non-binary,58,3,70,5,Carrier A,8.99,Supplier 1,Delhi,15,380,23,87.89,Fail,2.82,Road,Route B,230.47
skincare,SKU1807,63.05,36,56,6581.37,Non-binary,68,24,58,7,Carrier A,9.63,Supplier 1,Bangalore,28,574,5,76.21,Pending,2.51,Rail,Route A,768.82
cosmetics,SKU1808,1.73,87,963,1227.83,Non-binary,17,15,52,1,Carrier B,4.37,Supplier 4,Kolkata,22,969,23,94.28,Pending,2.71,Sea,Route B,471.19
skincare,SKU1809,3.97,45,347,8273.3,Male,25,29,92,4,Carrier B,8.48,Supplier 5,Delhi,4,593,20,59.47,Pending,3.36,Rail,Route A,327.69
skincare,SKU1810,90.48,77,936,4796.37,Non-binary,2,9,68,10,Carrier B,9.66,Supplier 4,Kolkata,17,760,13,87.05,Pass,4.15,Rail,Route C,128.29
cosmetics,SKU1811,42.8,8,773,9686.11,Female,66,10,25,7,Carrier C,2.66,Supplier 2,Bangalore,1,915,30,32.51,Pass,4.26,Road,Route A,611.7
skincare,SKU1812,9.45,91,630,6397.51,Female,70,29,77,10,Carrier A,8.59,Supplier 1,Delhi,22,857,21,62.81,Pass,2.15,Air,Route A,531.35
skincare,SKU1813,69.14,76,903,5168.02,Non-binary,87,11,51,7,Carrier B,2.95,Supplier 3,Delhi,16,928,23,39.46,Pending,2.66,Road,Route A,578.38
cosmetics,SKU1814,64.44,62,377,4972.58,Male,83,14,57,2,Carrier C,2.41,Supplier 2,Bangalore,22,228,14,83.19,Pending,2.02,Air,Route C,790.68
haircare,SKU1815,1.2,1,846,8803.87,Female,96,12,5,8,Carrier A,6.91,Supplier 3,Delhi,29,520,18,69.07,Pass,4.87,Road,Route B,435.94
skincare,SKU1816,73.68,92,726,4400.94,Unknown,22,27,55,3,Carrier A,5.28,Supplier 3,Kolkata,7,418,15,28.32,Pass,2.96,Rail,Route A,506.99
skincare,SKU1817,73.03,91,312,1534.12,Unknown,18,23,4,8,Carrier C,6.64,Supplier 4,Mumbai,3,396,25,26.05,Pass,2.22,Rail,Route B,102.68
haircare,SKU1818,34.25,5,988,5991.11,Non-binary,5,18,40,3,Carrier B,9.76,Supplier 4,Bangalore,24,515,18,24.96,Pending,1.52,Sea,Route C,869.02
cosmetics,SKU1819,20.59,4,823,8903.8,Unknown,34,5,70,6,Carrier C,2.81,Supplier 5,Bangalore,8,271,16,92.83,Pending,3.63,Air,Route A,853.15
skincare,SKU1820,15.65,7,238,8946.31,Female,64,7,81,9,Carrier B,6.63,Supplier 2,Bangalore,30,238,5,60.94,Fail,4.87,Sea,Route A,880.37
cosmetics,SKU1821,7.5,96,541,9889.23,Male,10,4,1,9,Carrier B,6.62,Supplier 1,Mumbai,30,112,30,16.47,Pass,3.77,Sea,Route B,945.79
skincare,SKU1822,25.12,35,937,9386.92,Non-binary,91,20,62,1,Carrier A,5.25,Supplier 3,Bangalore,10,607,24,41.02,Fail,3.59,Road,Route C,439.72
haircare,SKU1823,1.59,58,942,3833.62,Male,24,6,74,9,Carrier A,2.17,Supplier 1,Kolkata,11,255,2,65.86,Fail,2.91,Sea,Route A,698.77
cosmetics,SKU1824,36.14,72,300,2998.82,Unknown,91,28,33,1,Carrier B,5.2,Supplier 5,Bangalore,23,276,8,8.3,Pass,3.19,Sea,Route A,369.06
cosmetics,SKU1825,16.55,82,423,1810.99,Male,56,10,10,4,Carrier C,4.77,Supplier 3,Bangalore,8,452,14,82.66,Pass,2.62,Rail,Route A,190.37
skincare,SKU1826,80.56,60,583,1112.23,Unknown,87,15,47,5,Carrier C,7.39,Supplier 4,Bangalore,1,543,4,92.46,Pending,2.1,Road,Route B,922.0
haircare,SKU1827,41.34,91,225,4502.6,Non-binary,76,13,25,5,Carrier C,6.92,Supplier 2,Chennai,14,588,24,38.06,Pass,5.0,Sea,Route C,378.07
skincare,SKU1828,13.41,32,776,7316.45,Unknown,29,12,9,2,Carrier A,3.13,Supplier 3,Chennai,11,750,24,33.99,Pending,0.54,Rail,Route A,208.75
skincare,SKU1829,73.97,66,905,5182.53,Non-binary,88,10,74,3,Carrier A,5.13,Supplier 3,Kolkata,25,371,14,83.14,Pending,3.52,Rail,Route B,264.75
haircare,SKU1830,79.91,30,542,8586.05,Female,47,27,73,9,Carrier B,4.47,Supplier 2,Delhi,14,895,7,98.8,Pass,2.56,Sea,Route C,564.51
cosmetics,SKU1831,91.37,39,824,2479.54,Non-binary,6,5,84,5,Carrier B,7.31,Supplier 4,Chennai,11,661,5,14.46,Fail,4.43,Road,Route C,878.93
skincare,SKU1832,23.64,38,925,9708.25,Male,8,6,20,2,Carrier B,5.21,Supplier 1,Kolkata,7,805,21,7.64,Pending,2.34,Air,Route B,901.53
skincare,SKU1833,50.24,56,819,4605.75,Non-binary,29,5,17,2,Carrier B,8.5,Supplier 2,Delhi,9,184,11,50.59,Fail,3.73,Road,Route C,213.23
cosmetics,SKU1834,50.94,39,586,9581.93,Female,41,21,49,2,Carrier B,2.46,Supplier 4,Delhi,15,591,9,89.37,Fail,4.48,Road,Route A,668.07
haircare,SKU1835,55.88,26,359,1935.04,Female,63,1,54,3,Carrier C,9.41,Supplier 5,Delhi,26,101,12,79.81,Pending,2.67,Road,Route B,997.74
haircare,SKU1836,69.84,73,261,9068.06,Male,88,9,62,1,Carrier A,2.81,Supplier 4,Bangalore,14,663,9,65.12,Pass,3.05,Sea,Route A,840.37
cosmetics,SKU1837,40.55,12,949,7113.24,Female,1,12,56,7,Carrier A,3.89,Supplier 5,Bangalore,6,670,25,28.18,Pending,3.27,Road,Route B,518.93
skincare,SKU1838,7.31,15,361,5035.17,Non-binary,92,6,21,6,Carrier C,4.39,Supplier 2,Kolkata,9,189,24,59.89,Pending,1.58,Sea,Route B,269.24
cosmetics,SKU1839,63.43,3,706,7044.21,Unknown,82,2,67,4,Carrier C,1.28,Supplier 2,Delhi,6,573,10,75.88,Fail,0.96,Road,Route B,976.6
skincare,SKU1840,52.09,42,124,9583.95,Unknown,13,6,45,6,Carrier B,1.73,Supplier 3,Kolkata,13,193,20,63.95,Fail,4.7,Sea,Route C,401.67
cosmetics,SKU1841,73.79,64,625,3886.44,Male,54,12,31,5,Carrier A,3.79,Supplier 2,Kolkata,19,344,17,35.75,Pending,4.15,Sea,Route C,821.69
haircare,SKU1842,15.25,52,700,4579.88,Female,8,16,85,9,Carrier A,3.33,Supplier 3,Mumbai,23,306,7,55.59,Pass,2.11,Rail,Route B,188.71
skincare,SKU1843,19.74,13,63,2734.86,Unknown,15,25,84,5,Carrier C,9.42,Supplier 1,Chennai,19,612,2,68.11,Pending,4.13,Rail,Route C,707.4
skincare,SKU1844,53.74,71,941,9288.99,Unknown,46,2,39,3,Carrier B,6.81,Supplier 3,Mumbai,21,974,4,95.47,Pending,1.08,Air,Route A,492.88
cosmetics,SKU1845,59.28,68,319,6282.83,Non-binary,56,14,18,8,Carrier B,9.14,Supplier 5,Chennai,24,905,8,72.76,Pending,2.86,Sea,Route A,587.42
cosmetics,SKU1846,15.71,20,584,1740.62,Male,23,30,65,4,Carrier B,7.12,Supplier 2,Bangalore,14,568,28,82.49,Pending,0.14,Road,Route B,144.52
haircare,SKU1847,91.06,54,369,8828.65,Unknown,57,25,37,2,Carrier C,9.91,Supplier 4,Delhi,15,984,7,11.06,Pass,0.82,Road,Route A,337.45
skincare,SKU1848,61.17,72,454,7132.01,Non-binary,80,29,13,4,Carrier B,3.83,Supplier 1,Bangalore,11,797,18,70.82,Pending,1.5,Road,Route B,948.54
skincare,SKU1849,39.7,48,261,5748.65,Unknown,28,8,69,5,Carrier B,2.2,Supplier 3,Kolkata,25,945,30,55.86,Pass,4.92,Air,Route A,862.21
skincare,SKU1850,71.84,30,702,4584.64,Non-binary,81,24,74,7,Carrier A,5.84,Supplier 4,Mumbai,29,283,18,18.77,Pass,1.31,Air,Route B,216.65
haircare,SKU1851,95.92,47,879,7939.32,Non-binary,28,6,5,1,Carrier B,3.98,Supplier 4,Bangalore,12,577,22,54.64,Pass,2.73,Air,Route A,600.73
cosmetics,SKU1852,56.27,68,309,3513.45,Unknown,70,22,87,5,Carrier C,4.83,Supplier 2,Bangalore,22,400,29,7.28,Pass,3.41,Sea,Route B,865.33
skincare,SKU1853,6.42,32,827,8210.95,Female,92,5,53,5,Carrier B,7.43,Supplier 3,Delhi,9,825,20,92.89,Pending,2.32,Rail,Route B,449.37
cosmetics,SKU1854,64.34,89,291,2904.46,Non-binary,59,22,72,2,Carrier C,8.71,Supplier 5,Chennai,5,243,22,93.99,Fail,2.3,Road,Route C,652.7
haircare,SKU1855,29.68,34,768,3967.93,Male,4,26,38,9,Carrier A,2.77,Supplier 5,Chennai,25,106,27,89.74,Pending,2.55,Road,Route A,668.13
haircare,SKU1856,89.96,7,337,4511.18,Non-binary,63,5,31,1,Carrier A,1.28,Supplier 5,Chennai,1,490,27,54.59,Fail,4.07,Road,Route B,522.07
haircare,SKU1857,26.73,97,906,8297.39,Female,51,16,80,6,Carrier B,6.97,Supplier 1,Kolkata,29,864,30,79.39,Fail,2.69,Air,Route B,512.75
skincare,SKU1858,95.59,72,136,7651.74,Non-binary,13,10,99,8,Carrier A,4.44,Supplier 3,Delhi,29,959,20,17.89,Fail,0.76,Road,Route C,936.69
skincare,SKU1859,34.99,75,900,8471.44,Unknown,95,18,64,3,Carrier C,3.81,Supplier 4,Kolkata,15,946,12,79.46,Fail,2.33,Rail,Route B,533.92
skincare,SKU1860,68.16,51,140,8080.62,Unknown,99,29,73,4,Carrier C,4.41,Supplier 2,Chennai,6,717,7,12.37,Pass,2.82,Road,Route C,965.45
cosmetics,SKU1861,85.9,47,160,1323.53,Unknown,29,29,43,3,Carrier A,1.86,Supplier 4,Mumbai,7,155,27,6.19,Pending,0.08,Sea,Route A,593.2
cosmetics,SKU1862,47.67,19,22,6778.08,Non-binary,71,25,3,5,Carrier A,7.39,Supplier 5,Mumbai,19,412,4,88.77,Fail,1.84,Rail,Route B,100.77
skincare,SKU1863,92.94,35,846,8444.48,Non-binary,99,27,78,6,Carrier C,3.61,Supplier 5,Mumbai,25,902,29,59.61,Fail,0.96,Sea,Route A,265.02
skincare,SKU1864,38.8,46,893,6616.1,Unknown,53,22,8,1,Carrier B,1.26,Supplier 4,Chennai,20,260,14,8.65,Pass,4.69,Air,Route B,495.23
skincare,SKU1865,76.97,45,630,9223.97,Female,47,9,51,5,Carrier B,7.74,Supplier 5,Chennai,24,378,29,40.48,Fail,0.05,Rail,Route A,912.23
skincare,SKU1866,98.18,75,771,8993.89,Female,79,13,86,5,Carrier C,7.99,Supplier 4,Kolkata,5,563,3,61.09,Pass,4.31,Rail,Route C,121.25
haircare,SKU1867,47.98,91,131,5974.44,Non-binary,53,21,20,3,Carrier C,8.87,Supplier 5,Kolkata,16,265,17,93.98,Fail,0.16,Rail,Route C,850.56
haircare,SKU1868,35.25,60,682,8993.04,Non-binary,99,8,26,1,Carrier C,6.61,Supplier 4,Kolkata,4,544,5,9.1,Pending,4.73,Rail,Route A,460.03
cosmetics,SKU1869,37.77,14,104,1310.17,Non-binary,61,21,8,5,Carrier A,1.15,Supplier 5,Delhi,6,656,10,37.08,Pending,0.35,Rail,Route A,380.14
cosmetics,SKU1870,96.97,4,516,8359.83,Female,47,9,11,1,Carrier C,7.47,Supplier 2,Mumbai,23,345,28,92.3,Pass,3.52,Road,Route B,152.65
skincare,SKU1871,87.31,88,312,6183.52,Non-binary,49,28,94,3,Carrier C,1.27,Supplier 2,Mumbai,10,483,3,45.24,Pass,4.64,Rail,Route B,544.13
skincare,SKU1872,36.78,91,416,7697.02,Unknown,21,28,53,9,Carrier C,6.91,Supplier 2,Mumbai,25,444,10,46.2,Fail,4.61,Sea,Route B,504.28
skincare,SKU1873,70.75,54,856,3076.3,Non-binary,87,30,29,10,Carrier A,4.14,Supplier 1,Mumbai,28,883,5,63.94,Fail,4.13,Rail,Route A,338.76
skincare,SKU1874,1.87,83,593,3470.86,Unknown,1,23,87,4,Carrier C,2.94,Supplier 5,Kolkata,4,894,16,28.9,Fail,3.22,Rail,Route C,723.83
haircare,SKU1875,12.67,3,378,9962.38,Non-binary,68,19,47,1,Carrier A,4.67,Supplier 2,Delhi,12,575,12,8.44,Pending,2.28,Rail,Route C,313.78
haircare,SKU1876,36.44,32,962,4331.22,Non-binary,56,2,5,10,Carrier C,8.49,Supplier 4,Chennai,7,478,25,51.16,Pending,3.66,Air,Route C,311.66
cosmetics,SKU1877,50.82,12,760,9439.68,Male,89,26,84,9,Carrier A,9.58,Supplier 4,Chennai,3,879,26,13.47,Pending,4.7,Road,Route B,715.75
skincare,SKU1878,63.77,67,413,2518.27,Female,99,11,13,6,Carrier C,5.48,Supplier 2,Delhi,12,548,7,98.24,Fail,1.89,Road,Route C,415.9
skincare,SKU1879,10.37,59,451,2499.12,Male,31,4,12,1,Carrier C,9.76,Supplier 5,Delhi,6,213,2,61.15,Pass,4.09,Rail,Route C,996.37
skincare,SKU1880,50.11,43,261,8199.71,Female,39,10,96,7,Carrier A,4.46,Supplier 2,Delhi,9,349,7,42.25,Pass,0.74,Rail,Route B,499.38
skincare,SKU1881,1.17,67,120,3675.99,Unknown,38,17,41,6,Carrier C,2.75,Supplier 5,Bangalore,28,701,16,55.97,Pending,4.92,Rail,Route C,197.96
haircare,SKU1882,21.01,53,965,9202.94,Non-binary,76,29,81,9,Carrier B,9.34,Supplier 2,Mumbai,1,131,24,76.23,Pass,1.09,Air,Route B,393.62
haircare,SKU1883,77.41,17,24,6445.54,Male,12,18,2,4,Carrier A,7.33,Supplier 4,Chennai,14,887,19,5.48,Fail,1.23,Sea,Route C,657.41
haircare,SKU1884,47.65,20,669,5043.12,Unknown,52,9,8,10,Carrier A,1.84,Supplier 5,Mumbai,4,465,10,49.56,Pending,3.44,Road,Route A,567.28
haircare,SKU1885,81.21,29,906,5291.23,Male,30,4,47,8,Carrier C,5.02,Supplier 4,Chennai,13,313,2,56.81,Pending,0.47,Sea,Route A,691.46
haircare,SKU1886,41.08,97,376,8709.82,Non-binary,99,29,12,1,Carrier B,9.66,Supplier 2,Delhi,6,368,12,21.84,Pass,3.33,Rail,Route B,458.84
cosmetics,SKU1887,19.03,7,872,4882.95,Non-binary,100,9,23,1,Carrier A,4.46,Supplier 4,Kolkata,28,908,3,81.19,Pass,4.83,Road,Route B,540.81
cosmetics,SKU1888,84.05,53,437,6865.33,Non-binary,40,4,7,6,Carrier A,2.54,Supplier 1,Chennai,22,856,13,94.5,Pending,1.11,Road,Route C,499.32
cosmetics,SKU1889,89.87,24,709,1709.19,Male,7,16,73,1,Carrier A,7.03,Supplier 4,Chennai,30,675,20,73.7,Fail,3.34,Air,Route B,536.03
cosmetics,SKU1890,31.27,63,235,2460.86,Male,59,29,20,6,Carrier C,3.69,Supplier 1,Bangalore,7,802,29,81.51,Pending,2.55,Road,Route B,127.01
haircare,SKU1891,45.87,50,944,6582.02,Non-binary,45,18,23,1,Carrier C,7.52,Supplier 3,Mumbai,22,235,6,50.73,Pass,2.13,Sea,Route B,557.73
cosmetics,SKU1892,96.55,94,395,8549.35,Non-binary,69,6,8,3,Carrier C,5.43,Supplier 5,Chennai,5,716,7,16.51,Pending,3.57,Air,Route C,450.13
haircare,SKU1893,65.43,88,609,2035.44,Female,62,14,94,4,Carrier B,8.12,Supplier 1,Mumbai,5,300,30,6.22,Fail,4.72,Sea,Route A,603.04
haircare,SKU1894,51.66,74,168,1081.13,Female,28,12,58,4,Carrier C,3.66,Supplier 3,Chennai,4,333,1,67.93,Pending,3.45,Road,Route B,342.58
cosmetics,SKU1895,11.15,82,86,9791.11,Non-binary,30,17,53,5,Carrier B,8.52,Supplier 2,Chennai,27,616,25,25.67,Pass,3.73,Rail,Route B,658.11
cosmetics,SKU1896,30.09,17,212,8969.08,Unknown,3,30,48,8,Carrier C,8.85,Supplier 4,Bangalore,24,376,18,15.77,Pass,4.14,Air,Route B,567.03
cosmetics,SKU1897,68.42,17,891,4186.01,Non-binary,51,24,15,2,Carrier B,8.7,Supplier 5,Kolkata,11,182,19,77.1,Pending,0.4,Sea,Route B,918.93
cosmetics,SKU1898,30.34,38,231,4535.47,Non-binary,80,8,23,1,Carrier B,2.76,Supplier 5,Chennai,3,242,1,58.41,Pending,3.25,Air,Route B,682.3
cosmetics,SKU1899,89.84,86,601,7621.89,Male,77,21,5,5,Carrier C,8.83,Supplier 5,Chennai,28,907,15,47.25,Pass,3.48,Rail,Route A,562.2
cosmetics,SKU1900,70.47,33,370,1404.61,Unknown,58,16,3,1,Carrier C,6.27,Supplier 2,Delhi,14,215,12,48.18,Pass,4.38,Air,Route C,877.51
skincare,SKU1901,45.99,3,554,9846.8,Non-binary,63,23,53,5,Carrier A,9.81,Supplier 4,Bangalore,25,423,24,56.66,Pending,0.44,Road,Route A,451.62
haircare,SKU1902,25.13,62,102,5007.27,Male,29,24,70,4,Carrier B,4.0,Supplier 4,Bangalore,16,932,14,74.97,Pass,1.31,Road,Route B,379.81
skincare,SKU1903,39.32,74,565,5559.55,Male,53,14,62,4,Carrier A,8.75,Supplier 5,Delhi,3,690,24,90.96,Pending,0.48,Road,Route C,351.4
haircare,SKU1904,5.36,77,550,7603.52,Unknown,19,25,28,10,Carrier B,1.8,Supplier 3,Delhi,25,327,28,13.02,Pending,4.2,Air,Route B,228.26
skincare,SKU1905,9.06,63,746,7110.23,Non-binary,99,3,77,9,Carrier A,6.44,Supplier 1,Kolkata,1,197,12,86.53,Pending,3.72,Rail,Route C,432.61
cosmetics,SKU1906,12.7,32,357,9328.68,Female,25,12,16,6,Carrier C,9.57,Supplier 2,Mumbai,15,861,7,27.49,Fail,3.76,Sea,Route B,586.61
cosmetics,SKU1907,40.9,42,904,9454.87,Female,32,17,77,8,Carrier B,3.3,Supplier 2,Mumbai,14,203,16,7.19,Pass,3.52,Sea,Route B,474.06
cosmetics,SKU1908,66.77,69,567,9141.55,Female,96,6,64,2,Carrier A,5.09,Supplier 1,Mumbai,19,637,4,28.16,Pass,4.37,Sea,Route A,934.14
haircare,SKU1909,98.97,38,541,3361.15,Male,90,4,79,5,Carrier A,9.3,Supplier 2,Mumbai,7,306,5,26.7,Pass,1.13,Air,Route C,994.41
skincare,SKU1910,22.04,91,303,7254.78,Female,95,23,96,2,Carrier C,5.66,Supplier 1,Chennai,19,683,21,5.01,Fail,2.28,Air,Route B,528.65
haircare,SKU1911,94.24,61,661,6539.9,Non-binary,31,4,77,1,Carrier C,2.52,Supplier 4,Delhi,14,457,5,73.96,Pending,0.85,Air,Route A,857.47
haircare,SKU1912,7.11,12,610,2638.98,Female,22,20,91,7,Carrier A,8.76,Supplier 3,Kolkata,14,571,22,90.64,Pending,0.44,Sea,Route A,448.23
haircare,SKU1913,16.26,44,129,6807.81,Female,24,30,90,2,Carrier B,2.6,Supplier 4,Kolkata,17,306,11,77.32,Pass,4.56,Rail,Route B,714.74
cosmetics,SKU1914,98.85,58,814,1642.37,Unknown,64,16,94,2,Carrier A,6.45,Supplier 4,Kolkata,19,390,10,90.6,Pending,3.26,Rail,Route B,738.82
cosmetics,SKU1915,97.59,52,519,5052.22,Female,13,3,21,4,Carrier C,7.16,Supplier 4,Bangalore,29,627,24,25.96,Fail,3.98,Air,Route A,824.76
cosmetics,SKU1916,17.72,100,802,3891.77,Non-binary,72,20,8,9,Carrier C,3.13,Supplier 3,Chennai,17,389,9,12.24,Fail,4.3,Rail,Route C,258.63
cosmetics,SKU1917,25.64,100,764,5997.65,Non-binary,84,5,96,5,Carrier B,6.22,Supplier 1,Mumbai,29,358,15,49.29,Pass,2.09,Air,Route B,946.07
cosmetics,SKU1918,25.92,40,979,6473.22,Male,92,7,82,9,Carrier C,2.07,Supplier 5,Bangalore,25,148,7,99.88,Fail,3.1,Road,Route A,359.21
haircare,SKU1919,62.2,40,703,5237.36,Male,29,13,35,9,Carrier C,2.16,Supplier 5,Delhi,7,331,11,88.93,Fail,3.62,Road,Route A,848.18
cosmetics,SKU1920,34.68,8,692,2624.58,Non-binary,99,15,72,8,Carrier A,7.25,Supplier 5,Chennai,29,337,30,72.41,Pass,3.11,Air,Route C,222.4
skincare,SKU1921,50.99,3,480,6484.85,Non-binary,15,8,58,5,Carrier A,1.9,Supplier 5,Chennai,30,297,20,6.53,Pending,2.21,Air,Route C,555.94
haircare,SKU1922,60.93,2,282,7901.2,Unknown,62,5,76,7,Carrier C,3.21,Supplier 4,Bangalore,11,559,14,1.51,Fail,1.23,Air,Route A,690.03
skincare,SKU1923,10.07,59,308,5780.13,Unknown,55,13,94,8,Carrier B,3.66,Supplier 5,Delhi,22,252,14,32.85,Pending,3.82,Rail,Route A,535.65
haircare,SKU1924,96.58,72,6,2421.26,Unknown,5,8,53,10,Carrier B,9.92,Supplier 5,Bangalore,10,431,5,93.08,Fail,1.72,Air,Route A,148.15
cosmetics,SKU1925,68.81,18,7,3381.44,Unknown,16,24,18,5,Carrier C,8.24,Supplier 1,Mumbai,14,923,12,46.04,Pending,1.91,Road,Route A,915.38
cosmetics,SKU1926,22.96,6,99,5658.79,Unknown,91,29,8,1,Carrier B,4.16,Supplier 3,Mumbai,19,495,4,11.22,Pending,3.48,Air,Route B,680.25
skincare,SKU1927,90.54,89,195,6761.98,Male,22,16,93,6,Carrier A,4.99,Supplier 2,Mumbai,17,116,26,27.21,Fail,2.81,Air,Route C,144.51
cosmetics,SKU1928,70.1,79,63,1164.67,Male,21,17,20,6,Carrier B,7.07,Supplier 2,Chennai,9,423,15,31.25,Pass,1.48,Road,Route B,558.79
haircare,SKU1929,87.12,47,865,2002.35,Male,36,27,4,3,Carrier C,9.61,Supplier 1,Bangalore,13,581,29,72.77,Fail,3.49,Sea,Route A,318.85
cosmetics,SKU1930,43.11,97,853,7229.07,Female,69,1,82,5,Carrier C,4.41,Supplier 5,Bangalore,23,918,20,90.09,Pass,0.49,Sea,Route B,700.24
skincare,SKU1931,14.7,14,184,4792.99,Unknown,72,23,10,1,Carrier A,7.29,Supplier 1,Mumbai,8,910,2,86.49,Pass,1.11,Air,Route B,944.19
skincare,SKU1932,68.77,31,359,6590.79,Unknown,3,30,39,9,Carrier A,2.53,Supplier 2,Kolkata,12,533,9,52.22,Pass,4.05,Rail,Route C,883.79
haircare,SKU1933,15.39,77,44,1643.31,Non-binary,48,15,51,2,Carrier B,4.0,Supplier 2,Delhi,4,190,8,85.58,Fail,2.4,Air,Route B,386.76
skincare,SKU1934,11.27,34,529,6719.71,Female,68,30,12,10,Carrier A,4.13,Supplier 2,Bangalore,3,960,4,18.03,Pending,1.54,Rail,Route C,284.1
haircare,SKU1935,55.56,45,281,7471.54,Unknown,95,7,70,9,Carrier A,5.44,Supplier 5,Delhi,20,281,1,21.7,Pass,0.15,Sea,Route B,440.31
cosmetics,SKU1936,4.69,86,271,2422.45,Non-binary,77,5,85,6,Carrier C,7.29,Supplier 4,Chennai,18,175,15,28.83,Pass,0.67,Sea,Route B,705.52
cosmetics,SKU1937,83.93,38,47,1528.68,Female,91,25,90,6,Carrier C,1.2,Supplier 1,Chennai,26,943,17,34.26,Pending,0.63,Sea,Route C,101.4
haircare,SKU1938,50.45,69,719,8226.17,Male,28,7,24,9,Carrier B,1.02,Supplier 1,Kolkata,20,925,16,7.26,Fail,0.51,Air,Route C,996.44
cosmetics,SKU1939,84.28,78,526,8206.13,Male,27,21,40,6,Carrier A,2.89,Supplier 2,Kolkata,12,542,2,28.19,Fail,3.19,Rail,Route A,616.16
skincare,SKU1940,27.54,65,477,4593.27,Male,43,17,86,2,Carrier A,6.51,Supplier 5,Kolkata,13,420,13,61.6,Pass,2.0,Air,Route A,520.84
