"customerID";"gender";"SeniorCitizen";"Partner";"Dependents";"tenure";"PhoneService";"MultipleLines";"InternetService";"OnlineSecurity";"OnlineBackup";"DeviceProtection";"TechSupport";"StreamingTV";"StreamingMovies";"Contract";"PaperlessBilling";"PaymentMethod";"MonthlyCharges";"TotalCharges";"Churn";"TenureMonthsBinned";"TotalServiceAddons";"HasPaperlessElectronicPayment";"AverageMonthlyChargePerTenure"
"1057-FOGLZ";"Female";"No";"No";"No";18;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";19.65;391.7;"No";"13-24 Months";0;"No";21.761111
"1060-ENTOF";"Female";"Yes";"Yes";"No";67;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"One year";"Yes";"Credit card (automatic)";105.4;7035.6;"No";"49-72 Months";5;"No";105.008955
"1061-PNTHC";"Female";"No";"Yes";"Yes";56;"Yes";"Yes";"Fiber optic";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Month-to-month";"Yes";"Mailed check";109.6;5953.0;"No";"49-72 Months";5;"No";106.303571
"1062-LHZOD";"Male";"No";"Yes";"Yes";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Mailed check";69.9;69.9;"Yes";"0-12 Months";0;"No";69.9
"1063-DHQJF";"Male";"No";"Yes";"Yes";69;"Yes";"No";"Fiber optic";"No";"Yes";"No";"Yes";"Yes";"No";"Two year";"Yes";"Mailed check";92.15;6480.9;"No";"49-72 Months";3;"No";93.926087
"1064-FBXNK";"Male";"No";"Yes";"Yes";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Credit card (automatic)";19.85;19.85;"No";"0-12 Months";0;"No";19.85
"1066-JKSGK";"Male";"No";"No";"No";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";20.15;20.15;"Yes";"0-12 Months";0;"No";20.15
"1069-QJOEE";"Male";"No";"Yes";"Yes";25;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Electronic check";19.9;505.45;"No";"25-48 Months";0;"No";20.218
"1069-XAIEM";"Female";"Yes";"No";"No";1;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";85.05;85.05;"Yes";"0-12 Months";1;"Yes";85.05
"1073-XXCZD";"Male";"No";"Yes";"No";55;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Bank transfer (automatic)";25.7;1443.65;"No";"49-72 Months";0;"No";26.248182
"1074-AMIOH";"Female";"No";"Yes";"Yes";53;"Yes";"No";"Fiber optic";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";108.25;5935.1;"No";"49-72 Months";5;"No";111.983019
"1074-WVEVG";"Female";"No";"Yes";"No";59;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Mailed check";20.35;1267.0;"No";"49-72 Months";0;"No";21.474576
"1075-BGWOH";"Male";"Yes";"Yes";"No";16;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";98.75;1587.55;"Yes";"13-24 Months";3;"Yes";99.221875
"1077-HUUJM";"Female";"No";"No";"Yes";7;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";71.05;472.65;"No";"0-12 Months";0;"Yes";67.521429
"1078-TDCRN";"Female";"Yes";"Yes";"No";3;"No";"No phone service";"DSL";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";30.75;82.85;"No";"0-12 Months";1;"Yes";27.616667
"1080-BWSYE";"Male";"Yes";"Yes";"No";64;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Credit card (automatic)";25.65;1740.8;"No";"49-72 Months";0;"No";27.2
"1084-MNSMJ";"Female";"No";"Yes";"Yes";51;"Yes";"No";"DSL";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"No";"Credit card (automatic)";85.5;4421.95;"No";"49-72 Months";6;"No";86.704902
"1084-UQCHV";"Male";"No";"No";"Yes";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Bank transfer (automatic)";69.75;69.75;"Yes";"0-12 Months";0;"No";69.75
"1085-LDWAM";"Female";"No";"Yes";"Yes";69;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"Yes";"Credit card (automatic)";20.35;1442.65;"No";"49-72 Months";0;"No";20.907971
"1086-LXKFY";"Female";"No";"Yes";"Yes";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Mailed check";69.1;69.1;"Yes";"0-12 Months";0;"No";69.1
"1087-GRUYI";"Male";"No";"Yes";"No";38;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Bank transfer (automatic)";20.4;743.5;"No";"25-48 Months";0;"No";19.565789
"1087-UDSIH";"Female";"No";"No";"No";3;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Mailed check";19.6;59.75;"Yes";"0-12 Months";0;"No";19.916667
"1088-AUUZZ";"Male";"No";"Yes";"Yes";56;"Yes";"Yes";"DSL";"Yes";"Yes";"No";"Yes";"No";"Yes";"Two year";"Yes";"Credit card (automatic)";75.85;4261.2;"No";"49-72 Months";4;"No";76.092857
"1088-CNNKB";"Male";"No";"Yes";"No";63;"Yes";"Yes";"DSL";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"One year";"No";"Credit card (automatic)";80.0;5040.2;"No";"49-72 Months";5;"No";80.003175
"1089-HDMKP";"Male";"Yes";"No";"Yes";11;"Yes";"No";"DSL";"No";"Yes";"No";"Yes";"No";"No";"Month-to-month";"Yes";"Electronic check";54.55;601.25;"No";"0-12 Months";2;"Yes";54.659091
"1089-XZWHH";"Female";"No";"Yes";"Yes";24;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"Yes";"Mailed check";19.7;494.05;"No";"13-24 Months";0;"No";20.585417
"1090-ESELR";"Male";"No";"Yes";"Yes";72;"Yes";"No";"Fiber optic";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Two year";"No";"Bank transfer (automatic)";105.5;7611.55;"No";"49-72 Months";5;"No";105.715972
"1090-PYKCI";"Female";"No";"Yes";"Yes";69;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"One year";"Yes";"Credit card (automatic)";105.1;7234.8;"No";"49-72 Months";5;"No";104.852174
"1091-SOZGA";"Female";"No";"Yes";"Yes";56;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"One year";"Yes";"Credit card (automatic)";99.8;5515.45;"No";"49-72 Months";3;"No";98.490179
"1092-GANHU";"Male";"No";"No";"No";17;"Yes";"No";"Fiber optic";"No";"No";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";76.65;1313.55;"Yes";"13-24 Months";1;"Yes";77.267647
"1092-WPIVQ";"Female";"No";"Yes";"Yes";18;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";25.1;428.45;"No";"13-24 Months";0;"No";23.802778
"1093-YSWCA";"Male";"No";"No";"No";11;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Credit card (automatic)";19.55;223.15;"No";"0-12 Months";0;"No";20.286364
"1094-BKOSX";"Female";"No";"Yes";"Yes";45;"No";"No phone service";"DSL";"No";"Yes";"Yes";"Yes";"No";"Yes";"One year";"No";"Bank transfer (automatic)";51.0;2264.5;"No";"25-48 Months";4;"No";50.322222
"1095-JUDTC";"Female";"Yes";"No";"No";47;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"Yes";"Yes";"No";"Month-to-month";"Yes";"Electronic check";95.05;4504.55;"Yes";"25-48 Months";3;"Yes";95.841489
"1095-WGNGG";"Female";"No";"Yes";"No";61;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"Yes";"Yes";"Two year";"Yes";"Bank transfer (automatic)";101.05;5971.25;"No";"49-72 Months";3;"No";97.889344
"1096-ADRUX";"Female";"No";"Yes";"Yes";66;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"No";"One year";"Yes";"Bank transfer (automatic)";74.25;4859.25;"No";"49-72 Months";0;"No";73.625
"1097-FSPVW";"Female";"No";"No";"No";42;"Yes";"No";"DSL";"Yes";"No";"Yes";"No";"No";"No";"Month-to-month";"No";"Credit card (automatic)";54.55;2455.05;"No";"25-48 Months";2;"No";58.453571
"1098-KFQEC";"Female";"No";"Yes";"Yes";55;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Credit card (automatic)";19.4;1083.0;"No";"49-72 Months";0;"No";19.690909
"1098-TDVUQ";"Female";"No";"No";"No";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Bank transfer (automatic)";19.25;19.25;"No";"0-12 Months";0;"No";19.25
"1099-BTKWT";"Female";"No";"Yes";"No";68;"No";"No phone service";"DSL";"Yes";"No";"Yes";"No";"Yes";"Yes";"One year";"Yes";"Electronic check";54.4;3723.65;"No";"49-72 Months";4;"Yes";54.759559
"1099-GODLO";"Female";"No";"Yes";"Yes";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";20.35;20.35;"No";"0-12 Months";0;"No";20.35
"1100-DDVRV";"Male";"No";"Yes";"No";17;"No";"No phone service";"DSL";"No";"Yes";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Mailed check";49.8;836.35;"No";"13-24 Months";3;"No";49.197059
"1101-SSWAG";"Female";"No";"Yes";"No";15;"Yes";"Yes";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";51.1;711.15;"No";"13-24 Months";0;"Yes";47.41
"1104-FEJAM";"Male";"No";"Yes";"Yes";28;"Yes";"Yes";"DSL";"No";"Yes";"No";"No";"No";"Yes";"Month-to-month";"No";"Electronic check";64.4;1802.15;"No";"25-48 Months";2;"No";64.3625
"1104-TNLZA";"Male";"Yes";"Yes";"No";28;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"Yes";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";105.8;2998.0;"No";"25-48 Months";4;"Yes";107.071429
"1106-HRLKZ";"Male";"No";"Yes";"Yes";40;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";19.6;808.95;"No";"25-48 Months";0;"No";20.22375
"1110-KYLGQ";"Female";"No";"No";"No";63;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"No";"Credit card (automatic)";108.25;6780.1;"No";"49-72 Months";5;"No";107.620635
"1112-CUNAO";"Female";"Yes";"No";"No";15;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"No";"Yes";"Month-to-month";"No";"Electronic check";89.85;1424.95;"Yes";"13-24 Months";2;"No";94.996667
"1113-IUJYX";"Female";"No";"Yes";"No";14;"Yes";"No";"Fiber optic";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"One year";"No";"Mailed check";105.95;1348.9;"Yes";"13-24 Months";5;"No";96.35
"1114-CENIM";"Male";"No";"No";"Yes";54;"Yes";"Yes";"DSL";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Credit card (automatic)";55.0;3092.65;"Yes";"49-72 Months";1;"No";57.271296
"1116-DXXDF";"Male";"No";"No";"No";39;"Yes";"No";"Fiber optic";"Yes";"No";"Yes";"No";"Yes";"Yes";"Two year";"Yes";"Electronic check";100.45;3801.7;"No";"25-48 Months";4;"Yes";97.479487
"1116-FRYVH";"Female";"No";"Yes";"Yes";48;"No";"No phone service";"DSL";"Yes";"Yes";"No";"Yes";"No";"No";"Two year";"No";"Mailed check";39.4;1978.65;"No";"25-48 Months";3;"No";41.221875
"1120-BMWUB";"Female";"No";"No";"No";16;"Yes";"No";"DSL";"No";"Yes";"No";"Yes";"No";"No";"Month-to-month";"Yes";"Mailed check";53.9;834.15;"Yes";"13-24 Months";2;"No";52.134375
"1121-QSIVB";"Female";"No";"No";"Yes";44;"Yes";"Yes";"DSL";"No";"Yes";"No";"No";"Yes";"Yes";"One year";"Yes";"Mailed check";77.55;3471.1;"No";"25-48 Months";3;"No";78.888636
"1122-JWTJW";"Male";"No";"Yes";"Yes";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Mailed check";70.65;70.65;"Yes";"0-12 Months";0;"No";70.65
"1122-YJBCS";"Male";"No";"Yes";"No";69;"Yes";"No";"DSL";"Yes";"Yes";"No";"No";"No";"No";"One year";"Yes";"Credit card (automatic)";53.65;3804.4;"No";"49-72 Months";2;"No";55.136232
"1125-SNVCK";"Female";"Yes";"No";"No";49;"Yes";"No";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Mailed check";43.8;2106.05;"No";"49-72 Months";0;"No";42.980612
"1131-ALZWV";"Female";"No";"No";"No";24;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Bank transfer (automatic)";24.6;605.25;"No";"13-24 Months";0;"No";25.21875
"1131-QQZEB";"Male";"Yes";"Yes";"No";71;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Bank transfer (automatic)";23.95;1756.2;"No";"49-72 Months";0;"No";24.735211
"1131-SUEKT";"Male";"No";"Yes";"Yes";61;"Yes";"No";"Fiber optic";"No";"Yes";"No";"Yes";"Yes";"Yes";"One year";"Yes";"Bank transfer (automatic)";98.45;6145.2;"No";"49-72 Months";4;"No";100.740984
"1133-KXCGE";"Female";"No";"No";"No";18;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Mailed check";20.1;407.05;"No";"13-24 Months";0;"No";22.613889
"1134-YWTYF";"Male";"No";"Yes";"No";27;"Yes";"No";"DSL";"No";"Yes";"No";"Yes";"No";"No";"Month-to-month";"Yes";"Electronic check";53.8;1389.85;"No";"25-48 Months";2;"Yes";51.475926
"1135-HIORI";"Female";"No";"Yes";"Yes";64;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"One year";"Yes";"Electronic check";111.45;7266.95;"No";"49-72 Months";5;"Yes";113.546094
"1135-LMECX";"Female";"No";"No";"No";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";19.85;19.85;"No";"0-12 Months";0;"No";19.85
"1136-XGEQU";"Female";"No";"Yes";"Yes";50;"Yes";"Yes";"DSL";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"One year";"Yes";"Credit card (automatic)";84.15;4164.4;"No";"49-72 Months";5;"No";83.288
"1137-DGOWI";"Female";"No";"Yes";"No";30;"Yes";"No";"DSL";"No";"Yes";"Yes";"Yes";"No";"Yes";"One year";"No";"Bank transfer (automatic)";70.25;2198.9;"No";"25-48 Months";4;"No";73.296667
"1139-WUOAH";"Male";"No";"No";"No";57;"No";"No phone service";"DSL";"No";"No";"Yes";"Yes";"Yes";"Yes";"Two year";"No";"Credit card (automatic)";53.35;3090.05;"No";"49-72 Months";4;"No";54.211404
"1140-UKVZG";"Female";"No";"No";"No";17;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";24.8;475.25;"No";"13-24 Months";0;"No";27.955882
"1142-IHLOO";"Female";"No";"No";"No";51;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"One year";"No";"Credit card (automatic)";87.55;4475.9;"No";"49-72 Months";2;"No";87.762745
"1142-WACZW";"Male";"No";"No";"No";2;"No";"No phone service";"DSL";"No";"No";"No";"Yes";"No";"No";"Month-to-month";"No";"Bank transfer (automatic)";29.85;75.6;"Yes";"0-12 Months";1;"No";37.8
"1143-NMNQJ";"Female";"No";"No";"No";2;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";85.7;169.8;"Yes";"0-12 Months";1;"Yes";84.9
"1150-FTQGN";"Female";"No";"Yes";"Yes";60;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"No";"No";"Yes";"No";"One year";"No";"Bank transfer (automatic)";94.15;5811.8;"No";"49-72 Months";3;"No";96.863333
"1150-WFARN";"Female";"No";"Yes";"Yes";67;"Yes";"Yes";"Fiber optic";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Credit card (automatic)";108.75;7156.2;"Yes";"49-72 Months";5;"No";106.808955
"1153-GNOLC";"Male";"No";"No";"No";33;"No";"No phone service";"DSL";"No";"Yes";"No";"No";"Yes";"No";"One year";"Yes";"Electronic check";39.1;1309.0;"No";"25-48 Months";2;"Yes";39.666667
"1154-HYWWO";"Male";"No";"No";"No";38;"Yes";"No";"DSL";"Yes";"Yes";"No";"Yes";"Yes";"No";"One year";"No";"Mailed check";70.6;2708.2;"No";"25-48 Months";4;"No";71.268421
"1156-ZFYDO";"Female";"No";"No";"No";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Electronic check";19.75;19.75;"No";"0-12 Months";0;"No";19.75
"1157-BQCUW";"Male";"No";"No";"No";1;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";74.95;74.95;"Yes";"0-12 Months";0;"Yes";74.95
"1159-WFSGR";"Female";"No";"Yes";"Yes";16;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Electronic check";20.4;321.4;"No";"13-24 Months";0;"No";20.0875
"1162-ECVII";"Male";"Yes";"Yes";"No";72;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Bank transfer (automatic)";109.75;7932.5;"No";"49-72 Months";5;"No";110.173611
"1163-ONYEY";"Male";"No";"Yes";"Yes";41;"Yes";"Yes";"DSL";"Yes";"Yes";"Yes";"No";"Yes";"No";"Month-to-month";"Yes";"Credit card (automatic)";74.55;3023.55;"No";"25-48 Months";4;"No";73.745122
"1163-VIPRI";"Female";"No";"Yes";"Yes";65;"Yes";"Yes";"Fiber optic";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Two year";"No";"Electronic check";109.3;7337.55;"No";"49-72 Months";5;"No";112.885385
"1166-PQLGG";"Female";"No";"Yes";"Yes";72;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Bank transfer (automatic)";19.55;1463.45;"No";"49-72 Months";0;"No";20.325694
"1167-OYZJF";"Female";"Yes";"Yes";"No";67;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"Yes";"Bank transfer (automatic)";20.05;1263.05;"No";"49-72 Months";0;"No";18.851493
"1169-SAOCL";"Male";"No";"No";"No";49;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"Yes";"Yes";"Yes";"One year";"Yes";"Bank transfer (automatic)";106.65;5168.1;"No";"49-72 Months";4;"No";105.471429
"1169-WCVAK";"Male";"No";"Yes";"No";19;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"No";"Yes";"No";"No";"Month-to-month";"Yes";"Credit card (automatic)";88.8;1672.35;"No";"13-24 Months";3;"No";88.018421
"1170-SASML";"Female";"No";"Yes";"No";69;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";85.4;5869.4;"No";"49-72 Months";2;"No";85.063768
"1171-TYKUR";"Male";"No";"Yes";"No";47;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Electronic check";25.4;1139.2;"No";"25-48 Months";0;"No";24.238298
"1172-VIYBP";"Male";"No";"Yes";"Yes";53;"Yes";"Yes";"DSL";"Yes";"Yes";"No";"No";"No";"Yes";"Two year";"No";"Bank transfer (automatic)";69.7;3686.05;"No";"49-72 Months";3;"No";69.548113
"1173-NOEYG";"Female";"No";"Yes";"No";27;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"No";"Yes";"Month-to-month";"No";"Bank transfer (automatic)";90.15;2423.4;"No";"25-48 Months";2;"No";89.755556
"1173-XZPYF";"Female";"No";"No";"No";11;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";89.2;990.3;"No";"0-12 Months";2;"Yes";90.027273
"1174-FGIFN";"Female";"No";"Yes";"Yes";28;"Yes";"Yes";"Fiber optic";"No";"No";"No";"Yes";"No";"Yes";"One year";"Yes";"Electronic check";90.45;2509.25;"No";"25-48 Months";2;"Yes";89.616071
"1177-XZBJL";"Male";"No";"Yes";"Yes";53;"Yes";"Yes";"DSL";"Yes";"Yes";"No";"Yes";"No";"No";"One year";"No";"Bank transfer (automatic)";64.15;3491.55;"No";"49-72 Months";3;"No";65.878302
"1178-PZGAB";"Female";"No";"No";"No";19;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Credit card (automatic)";20.25;383.65;"No";"13-24 Months";0;"No";20.192105
"1179-INLAT";"Male";"No";"No";"No";3;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"Yes";"Mailed check";19.45;69.25;"No";"0-12 Months";0;"No";23.083333
"1183-CANVH";"Female";"No";"Yes";"No";23;"Yes";"No";"DSL";"No";"No";"No";"Yes";"Yes";"No";"One year";"No";"Bank transfer (automatic)";60.0;1347.15;"No";"13-24 Months";2;"No";58.571739
"1184-PJVDB";"Male";"No";"Yes";"No";10;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";79.95;857.2;"Yes";"0-12 Months";1;"Yes";85.72
"1187-WILMM";"Male";"No";"Yes";"Yes";63;"Yes";"Yes";"DSL";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Credit card (automatic)";89.4;5597.65;"No";"49-72 Months";6;"No";88.851587
